mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,zcr,rms,centroid,bandwidth,contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,label
-423.4735412597656,130.63992309570312,9.598701477050781,42.28017044067383,0.20641031861305237,13.302734375,-0.1765216439962387,8.509547233581543,-1.3151824474334717,0.03912648558616638,-2.798889398574829,1.083108901977539,-5.762002468109131,-1.373746395111084,0.683545708656311,0.9353548288345337,-2.653292655944824,-0.2154979556798935,-0.9255536794662476,-1.8011049032211304,0.037213727831840515,-0.009148582816123962,0.013742477633059025,0.011459545232355595,-0.010189267806708813,-0.006652669981122017,0.013092114590108395,0.006868127733469009,-0.004437820054590702,-0.010811937972903252,-0.017948968335986137,-0.006952772382646799,0.008092853240668774,0.008676830679178238,-0.013100806623697281,-0.012831819243729115,-0.003674612147733569,-0.00415579229593277,-0.006733996327966452,-0.004526793956756592,-0.0221518836915493,0.005514927674084902,0.007046815939247608,-0.00862263422459364,-0.010387817397713661,-0.0024723673705011606,-0.005790557246655226,0.00222428934648633,-0.0016620985697954893,-0.007085140328854322,-0.0038446674589067698,-0.0006100057507865131,-0.010051658377051353,-0.005403944756835699,8.05367290013237e-06,0.004801223054528236,0.008531543426215649,0.003485222579911351,0.006265397183597088,0.0024443529546260834,0.03827703798921725,0.0059822010807693005,2091.6338089755814,3085.0210288630064,14.876771764197153,10.531387196495517,13.381893656659107,14.387341509585578,14.788143731178787,15.321838194394683,18.61702777010221,0.386382520198822,0.4000641405582428,0.4343302249908447,0.459078848361969,0.460540235042572,0.4954117238521576,0.5980046391487122,0.6658544540405273,0.7462736964225769,0.7887149453163147,0.6493820548057556,0.4722696542739868,B
-416.97064208984375,128.98110961914062,8.440855979919434,39.139732360839844,5.014120578765869,13.948934555053711,2.897278070449829,11.256701469421387,0.547585129737854,1.9464040994644165,-3.8434996604919434,2.6510393619537354,-4.193163871765137,0.1713327020406723,1.3631116151809692,1.4318219423294067,-1.1754945516586304,-0.24205879867076874,-0.3023765981197357,-1.4939888715744019,-0.04899364337325096,-0.001419502543285489,-0.0035724854096770287,0.026703227311372757,0.007589828688651323,0.013661579228937626,0.009671414270997047,0.00216917903162539,0.017033370211720467,-0.011192047968506813,-0.0029031308367848396,-0.010600677691400051,-0.019301526248455048,-0.004794903099536896,0.0026127740275114775,-0.008931277319788933,-0.0077483560889959335,0.005035299342125654,0.005184486508369446,-0.006987460423260927,-0.05239357426762581,-0.004727805964648724,0.0011497025843709707,-0.0035107573494315147,0.007825140841305256,0.0052544125355780125,0.006046099588274956,-0.0005104457959532738,0.0005964021547697484,0.000255748862400651,0.00498851016163826,0.007932353764772415,0.013636741787195206,0.004428716376423836,-0.0021881142165511847,-0.0032940481323748827,-0.004962584003806114,0.0016323613235726953,-0.00019725396123249084,-0.002929598791524768,0.03723651532547923,0.006455281283706427,2127.3288283050565,3156.6421370705502,15.247157998722313,11.175654630029966,13.144704721456316,14.143418953757617,14.22771565121378,15.326395978527172,17.720409049259302,0.37564441561698914,0.3120710551738739,0.32240554690361023,0.33783429861068726,0.3510318696498871,0.3856217861175537,0.4553036391735077,0.5327005386352539,0.6884837746620178,0.8449723720550537,0.7883787751197815,0.5623598694801331,B
-407.32843017578125,131.01751708984375,8.315853118896484,39.118751525878906,4.04227352142334,12.773062705993652,2.4750237464904785,8.79071044921875,-0.5039874911308289,0.7922407388687134,-3.1232385635375977,1.721851110458374,-4.27560567855835,-0.8159756064414978,0.012064022943377495,-0.24992616474628448,-2.957996129989624,-1.2270869016647339,-1.0948857069015503,-2.3864710330963135,0.01664034277200699,0.005391526035964489,0.005645843222737312,0.009338482283055782,0.01030611339956522,-0.006037457846105099,-0.012435641139745712,-0.00887254998087883,-0.012905332259833813,-0.002966806059703231,-0.012378412298858166,-0.005191519390791655,-0.01556862611323595,-0.005823486018925905,0.004745166748762131,0.00015056248230393976,0.003936779219657183,0.004672837909311056,0.005780667066574097,-0.0012905438197776675,-0.016415106132626534,-0.007023179903626442,0.009679748676717281,7.439954788424075e-05,-0.0030247129034250975,-8.646139031043276e-05,-0.0009380171541124582,0.00490580266341567,-0.0023534069769084454,0.0008432068862020969,-0.006684301886707544,0.00010978756472468376,-0.006670753937214613,-0.003682632464915514,-0.004010278265923262,-0.0014153341762721539,-0.0021402868442237377,-0.005069233942776918,0.001362703857012093,0.0016740892315283418,0.034207767571884984,0.007681949529796839,2069.298452128412,3100.436622981028,16.169924267085648,11.325014674041254,12.636648755229524,14.08203037099386,14.169325129729678,15.095292021548953,17.68635886666674,0.3271055519580841,0.3011033535003662,0.35245928168296814,0.39925968647003174,0.39806318283081055,0.41206568479537964,0.47629475593566895,0.595170259475708,0.7573091983795166,0.842703640460968,0.6885492205619812,0.47415032982826233,B
-406.7899475097656,130.0167236328125,10.320037841796875,40.34413146972656,5.1760406494140625,13.578886032104492,2.3169775009155273,9.30660343170166,-1.6133390665054321,0.12893831729888916,-4.325859069824219,1.5482908487319946,-6.981487274169922,-0.8496536612510681,0.3467086851596832,-0.8011272549629211,-3.467916250228882,-1.4553998708724976,-1.3953015804290771,-2.366248846054077,0.06327167898416519,-0.005166506394743919,-0.0058038500137627125,-0.005904728081077337,0.003336916444823146,-0.007049312349408865,0.000265043752733618,-0.0008687839726917446,0.002831874182447791,0.007971808314323425,-0.003098316490650177,-0.001984972506761551,-0.012964761815965176,-0.020769216120243073,-0.0011208084179088473,0.004332936834543943,0.007601040415465832,0.011458102613687515,0.0016933325678110123,-0.0011053219204768538,-0.04766596481204033,0.009633977897465229,0.02124607190489769,-0.005039768759161234,0.019548436626791954,0.013557853177189827,0.004352346062660217,-0.008895259350538254,0.001775144599378109,-0.009593909606337547,-0.0033858995884656906,-0.0005159637075848877,0.013280569575726986,0.003493471536785364,0.007332013454288244,0.0033887666650116444,-0.0015943193575367332,-0.002977474592626095,-0.0001617898524273187,-0.00039461845881305635,0.034317747853434506,0.008097314275801182,2054.8151125143954,3116.720989672747,16.4850704490234,10.901870149709872,13.429963303137567,13.98105299882508,14.257228959921145,15.003835463051708,17.533161809470162,0.34216997027397156,0.30079686641693115,0.3480948209762573,0.4469262361526489,0.4576289653778076,0.4542655944824219,0.5061260461807251,0.5667262077331543,0.7254234552383423,0.8040599226951599,0.654154360294342,0.464180588722229,B
-408.78033447265625,128.79373168945312,9.665228843688965,40.06080627441406,1.9263999462127686,11.42015552520752,0.4778680205345154,8.852904319763184,-1.617870569229126,0.9189136028289795,-2.3165524005889893,1.955322265625,-6.324551582336426,-0.6898280382156372,1.6730859279632568,1.0223045349121094,-2.2301712036132812,-0.06350622326135635,-0.8092249035835266,-2.3715171813964844,-0.020956123247742653,0.020962821319699287,-0.007581720128655434,-0.0010339886648580432,-0.005200125742703676,-0.007883903570473194,-0.00380235118791461,-0.01397627405822277,0.013104800134897232,0.025385728105902672,0.011431168764829636,0.01678488217294216,0.01052740216255188,0.008265233598649502,-0.011238336563110352,-0.013675857335329056,0.003297879360616207,0.013159101828932762,0.004414337687194347,0.00699014263227582,-0.07637494802474976,-0.0069412956945598125,0.016603190451860428,0.02739093080163002,0.01252789981663227,0.0024082097224891186,0.0025822347961366177,-0.004180029965937138,-0.002187727252021432,0.001534248935058713,0.01300762128084898,0.00034265281283296645,0.004448145627975464,-0.0024214270524680614,0.0011211576638743281,-0.005120907444506884,-0.0051509360782802105,-0.0035174936056137085,-0.0033660242334008217,0.006683622486889362,0.03654699356030351,0.007230077870190144,2152.1320921051793,3155.4309108892235,16.45119565739065,10.893428198703685,13.294328804854349,14.518678793790809,14.399752767324179,15.030864025476943,17.85866157738061,0.37160730361938477,0.31941288709640503,0.3277182877063751,0.3364059329032898,0.3419624865055084,0.385917603969574,0.518723726272583,0.6236948370933533,0.7599389553070068,0.8443569540977478,0.7015489339828491,0.5260424017906189,B
-419.1418762207031,132.5275421142578,10.147631645202637,40.39210510253906,-0.2552756667137146,11.953557014465332,-0.6260582804679871,9.173751831054688,-2.1847500801086426,0.6770920157432556,-2.971919536590576,0.9061608910560608,-6.115533351898193,-1.6132103204727173,1.6473809480667114,0.06521718204021454,-2.5715179443359375,-0.415310800075531,-0.27056369185447693,-1.7761800289154053,-0.04284260794520378,-0.004045750014483929,0.00403826218098402,0.016499953344464302,-0.011621846817433834,0.002976125804707408,0.01282363198697567,0.00948008056730032,-0.006323950830847025,-0.0022174599580466747,-0.005856942385435104,-0.00793074257671833,0.00864273589104414,-0.0017499931855127215,-0.001650147489272058,-0.0031973423901945353,-0.006031501572579145,-0.007630550768226385,0.0033037110697478056,0.004322091583162546,-0.05487220361828804,-0.0006110462709330022,0.004978785291314125,0.0034629651345312595,0.009210296906530857,0.004962259437888861,0.0009181316709145904,-0.0026320181787014008,0.006368291098624468,0.004268293734639883,0.004467211663722992,-0.0038372669368982315,-0.007441273890435696,-0.002423983532935381,0.0010678459657356143,0.003952504601329565,0.00361830135807395,0.009990759193897247,0.011720649898052216,0.0026574942748993635,0.03825831794129393,0.006372048985213041,2065.625213747036,3074.906856159401,15.381348227828674,10.370811443576784,13.608855957824183,14.691528847404989,14.794721087288442,15.387109430697743,18.241449185972673,0.3815525770187378,0.3679038882255554,0.3971683382987976,0.42244479060173035,0.414366215467453,0.4323938488960266,0.539412796497345,0.6512016654014587,0.7782917022705078,0.8231815695762634,0.6654661893844604,0.48099783062934875,B
-462.251708984375,130.1927032470703,-3.1191048622131348,26.044475555419922,0.9768189191818237,10.249343872070312,2.863931894302368,11.627995491027832,3.5664443969726562,2.965832233428955,2.9291505813598633,5.796785354614258,-3.0326621532440186,2.611781597137451,1.795843243598938,1.8448225259780884,0.9226595163345337,2.202183961868286,0.7833029627799988,-0.20571796596050262,-0.04962700605392456,-0.010359724052250385,-0.011871438473463058,0.008154192939400673,-0.004843763075768948,0.006967011373490095,-1.4819276657362934e-05,-0.01142540480941534,0.003978300374001265,-0.0030751307494938374,-0.0036502268631011248,0.0046559846960008144,0.011116204783320427,0.003184062661603093,-0.007445015478879213,-0.006849614903330803,-0.00772584043443203,0.009925262071192265,-0.0034732776693999767,-0.008159846067428589,-0.032838158309459686,-0.010211887769401073,0.005138676147907972,0.0016875701257959008,0.0010192872723564506,0.0019106910331174731,0.009194175712764263,0.004386293701827526,-0.002041909610852599,0.0001348719815723598,-0.00026744260685518384,-0.0006193012814037502,0.004355911631137133,-0.0037992624565958977,0.0029317319858819246,0.0032816273160278797,-0.0038925905246287584,0.001826261985115707,0.0025417611468583345,0.0026598621625453234,0.049323426267971246,0.0031395768746733665,2258.951289067617,3161.9031623555206,12.476548314190847,9.459436729544136,11.84002687865034,14.273974513541207,14.822745105916932,16.458327267432804,17.95069238049725,0.7624499797821045,0.6125960946083069,0.5336036682128906,0.5091460347175598,0.4689483046531677,0.4853590130805969,0.5459200143814087,0.570663332939148,0.630767285823822,0.6978412866592407,0.7429389357566833,0.8538445830345154,B
-463.99749755859375,131.92330932617188,-3.169945478439331,24.387537002563477,1.8097834587097168,10.631024360656738,2.1906232833862305,10.888587951660156,2.2874038219451904,2.982457399368286,3.273322820663452,5.120929718017578,-4.0762505531311035,2.4443984031677246,1.2451791763305664,0.6155468821525574,-1.1462922096252441,0.46508359909057617,0.12329085916280746,-0.036235835403203964,0.025151696056127548,0.045246727764606476,-0.029838398098945618,-0.05388656631112099,-0.01857931911945343,-0.0237583015114069,-0.01092167105525732,0.002473264466971159,-0.0042208232916891575,0.007042771205306053,0.0015884253662079573,-0.0029292702674865723,0.0034263054840266705,0.0034476963337510824,-0.00965831708163023,-0.0041489508002996445,-0.007764330133795738,0.001617321977391839,0.014014867134392262,0.007773225661367178,-0.0342441089451313,0.00026824985980056226,0.012351326644420624,0.005334586836397648,-0.001070994883775711,0.0008734712027944624,-0.0003165037196595222,-0.006998005788773298,0.0019235237268730998,0.0027080224826931953,0.00131521956063807,0.004619595129042864,0.001901560346595943,0.003824894782155752,0.00596407288685441,-0.006552467122673988,0.001232521957717836,0.00016498356126248837,-0.003011509543284774,0.00542874401435256,0.05043180910543131,0.003053106367588043,2240.6603270951236,3146.6545706250504,13.03050967307047,9.629288092747585,11.712419646090943,14.318018574503894,14.769810733058039,16.674446145696486,17.833086789800184,0.7492509484291077,0.6281962990760803,0.5939772129058838,0.5992066264152527,0.5194889903068542,0.4607909023761749,0.4885161221027374,0.527948796749115,0.5886855125427246,0.6390664577484131,0.6981590986251831,0.813018262386322,B
-464.46044921875,133.1126251220703,-5.002594470977783,23.83970069885254,3.1176881790161133,8.755427360534668,2.09264874458313,11.138106346130371,2.672238349914551,2.978238821029663,3.7810823917388916,3.7441234588623047,-4.268683433532715,1.9532108306884766,1.641609787940979,1.939328908920288,-0.784065306186676,0.3036309778690338,-1.1981171369552612,-1.144100308418274,0.03598443791270256,-0.03350511193275452,0.03277711570262909,0.005197844933718443,0.001953234663233161,0.01885129138827324,0.0034435968846082687,0.024624206125736237,-0.0012251576408743858,0.004773355089128017,-0.000526134972460568,0.010804200544953346,-0.00015128306404221803,0.006447706837207079,0.007160785607993603,0.010937944054603577,0.019086042419075966,0.003034951165318489,0.004839385859668255,0.004373020026832819,-0.03183514624834061,0.012222597375512123,0.012207003310322762,0.012267446145415306,0.0011530230985954404,-0.003478220198303461,0.002496932167559862,-0.009487106464803219,-0.004234920721501112,0.005239691119641066,-0.0064359079115092754,0.0039020562544465065,0.006764105521142483,0.005041103344410658,0.006030287593603134,0.0024664043448865414,-0.002018574858084321,0.0007747687050141394,-0.0012744446285068989,-0.0016669834731146693,0.051688392322284345,0.0029891571030020714,2230.260589525848,3121.6695750593026,12.928200717804737,10.035120572928777,11.818195600462234,14.631223506096811,14.75075603452403,17.08389942150447,17.71425166346931,0.7275070548057556,0.6882590651512146,0.6662223935127258,0.5722021460533142,0.46650856733322144,0.4420040249824524,0.4575783312320709,0.5040578842163086,0.5935442447662354,0.6953126192092896,0.7337567210197449,0.79929518699646,B
-459.52655029296875,130.29400634765625,-5.697434425354004,25.004253387451172,2.623055934906006,8.816109657287598,1.764802098274231,12.11668872833252,2.9260318279266357,3.2382802963256836,2.9309422969818115,4.217557430267334,-3.8220791816711426,2.340731620788574,1.1726025342941284,1.5448228120803833,-0.22853238880634308,0.1285201907157898,-0.7926236987113953,-1.2119576930999756,-0.045552439987659454,0.018833519890904427,-0.002587338211014867,0.013814015313982964,0.006066237110644579,0.010946443304419518,0.013682288117706776,-0.00957532599568367,0.00669291615486145,0.012146002613008022,0.007518389727920294,-0.006696617230772972,0.004248745273798704,-0.0036307070404291153,0.0027555085252970457,0.012453153729438782,-0.008833223953843117,0.0015992444241419435,0.012178544886410236,-0.0027536500710994005,-0.04860296845436096,0.007752119097858667,0.006097782868891954,-0.0037054638378322124,0.0038349365349859,0.0008679194143041968,0.01172068901360035,0.004974666517227888,0.005861291661858559,0.009536578319966793,0.0036381457466632128,-0.006287737749516964,-5.295329901855439e-05,0.0015867266338318586,0.0006212815060280263,-0.00019244721625000238,0.010250112973153591,0.0036452983040362597,0.0006334620993584394,0.0026287208311259747,0.052690694888178916,0.003067272249609232,2300.8215126412047,3156.989848438564,12.906769836781502,9.70684771276771,11.568253242420216,14.14905765585806,14.42513176125756,16.743086401669476,17.790948459413375,0.7539190649986267,0.6943973898887634,0.6136453151702881,0.5297905802726746,0.4793769419193268,0.4779452383518219,0.48853328824043274,0.5267584919929504,0.6050266623497009,0.663215160369873,0.7109906673431396,0.8121324181556702,B
